Name,Rating,Rating Count,Category,Full Address,Phone Number,Source City,Scrape Date
GRAND NEW CAKE VILLA,3.7,107.0,Cake shop,"hospital, 234, Vazhudavoor Rd, opp. to Gandhi Street, Thilaspet, Kathirkamam, Puducherry, 605009",077087 72244,Puducherry,2025-04-03 02:16:08
Sugar Lips,3.3,80.0,Bakery and Cake Shop,"no.82, Kandappa Mudaliar St, opposite to makkal needhi mayyam office, MG Road Area, Puducherry, 605001",098408 89001,Puducherry,2025-04-03 02:16:08
Just Cakes,4.3,191.0,Bakery and Cake Shop,"no.82, Kandappa Mudaliar St, opposite to makkal needhi mayyam office, MG Road Area, Puducherry, 605001",098408 89001,Puducherry,2025-04-03 02:16:08
Barathi Bakery and Sweets,4.2,100.0,Bakery and Cake Shop,"No 7, Barathi Bakery Villianur Main Road, post, Arumparthapuram, Puducherry, 605110",0413 266 6135,Puducherry,2025-04-03 02:16:08
Anees snacks and bakers,4.8,13.0,Bakery and Cake Shop,"31, 6th Cross Rd, Jawahar Nagar, LIG Colony, Kavery Nagar, Reddiarpalayam, Puducherry, 605005",N/A,Puducherry,2025-04-03 02:16:08
The Cake Point,3.9,125.0,Bakery and Cake Shop,"Puducherry - Vilupuram Rd, Mothilal Nagar, Marie Oulgaret, Puducherry, 605010",098848 00055,Puducherry,2025-04-03 02:16:08
Sri raghavendra iyengar's bakery,4.2,31.0,Bakery and Cake Shop,"Puducherry - Vilupuram Rd, Mothilal Nagar, Marie Oulgaret, Puducherry, 605010",098848 00055,Puducherry,2025-04-03 02:16:08
Le amateur bakes,5.0,7.0,Bakery and Cake Shop,"7, Fourth Cross St, Kamalam Nagar, Jaya Nagar, Reddiarpalayam, Puducherry, 605010",089395 82622,Puducherry,2025-04-03 02:16:08
La Maison Rose,4.4,1959.0,Cafe,"8, Romain Rolland St, White Town, Puducherry, 605001",094892 14332,Puducherry,2025-04-03 02:16:08
Sri Mahalakshmi Sweets Bakery & Snacks,4.2,41.0,Bakery and Cake Shop,"Shop No. 303, Bharathi St, MG Road Area, Puducherry, 605001",0413 222 1085,Puducherry,2025-04-03 02:16:08
Kavin's Bakers,4.0,1.0,Bakery and Cake Shop,"Sugar Mill Rd, near by Indian Bank, Katterikuppam, Puducherry 605502",084384 32012,Puducherry,2025-04-03 02:16:08
Sri vinayaga Murugan sweets and bakery,4.2,680.0,Bakery and Cake Shop,"Sugar Mill Rd, near by Indian Bank, Katterikuppam, Puducherry 605502",084384 32012,Puducherry,2025-04-03 02:16:08
Santhi Sweets & Bakery,4.0,168.0,Bakery and Cake Shop,"52/1, 16, Poothurai Rd, near Primary School, Raja Annamalai Nagar, Gorimedu, Priyadarshini Nagar, Puducherry, 605006",096590 95258,Puducherry,2025-04-03 02:16:08
Royale Bakery,4.5,2.0,Bakery and Cake Shop,"201, Villianur Main Rd, Annai Theresa Nagar, Marie Oulgaret, Puducherry, 605010",098947 88504,Puducherry,2025-04-03 02:16:08
Sri Hi-Fresh Bakery,3.4,34.0,Bakery and Cake Shop,"XR35+2VG, Airport Road, Rajaji Nagar, Avvai Nagar, Lawspet, Puducherry, 605008",098944 97711,Puducherry,2025-04-03 02:16:08
Brewbakes Cafe Pondicherry,4.2,277.0,Cafe,"Ground Floor, No. 22, Ambalathadayar Madam St, Heritage Town, Puducherry, 605001",097916 05972,Puducherry,2025-04-03 02:16:08
Hari Bakers,4.2,13.0,Bakery and Cake Shop,"NH332, Villianur, Puducherry 605110",N/A,Puducherry,2025-04-03 02:16:08
Cake Gallery,3.8,26.0,Cake shop,"428, Mahatma Gandhi Rd, MG Road Area, Puducherry, 605001",N/A,Puducherry,2025-04-03 02:16:08
Happy Treats,3.6,10.0,Bakery and Cake Shop,"511, Kamaraj Salai, Saram, Puducherry, 605013",093449 44955,Puducherry,2025-04-03 02:16:08
Wake and Bake Confectionery,4.5,49.0,Bakery and Cake Shop,"1/143, Pallivasal St, Pallithennal, Villianur, Tamil Nadu 605102",095145 48094,Puducherry,2025-04-03 02:16:08
Daily Bread,4.1,428.0,Bakery and Cake Shop,"1/143, Pallivasal St, Pallithennal, Villianur, Tamil Nadu 605102",095145 48094,Puducherry,2025-04-03 02:16:08
The Cake Point Anna salai,4.0,22.0,Bakery and Cake Shop,"WRJF+GJP, Anna Salai, MG Road Area, Puducherry, 605001",080988 99555,Puducherry,2025-04-03 02:16:08
Kalaivani Biscuit Factory,4.2,32.0,Bakery and Cake Shop,"No 270, Bharathi St, MG Road Area, Puducherry, 605001",N/A,Puducherry,2025-04-03 02:16:08
Pondy popular spring potato shop,,,Bakery and Cake Shop,"Chunnambar boat house campus, Nonankuppam, Puducherry 605007",N/A,Puducherry,2025-04-03 02:16:08
FRENCH CORNERS FANTASY,4.1,25.0,Bakery and Cake Shop,"1.MANIMEGALAI STREET ANANDA NAGAR, Kathirkamam, Puducherry, 605009",094434 60009,Puducherry,2025-04-03 02:16:08
HJ homemade cakes,5.0,2.0,Cake shop,"1.MANIMEGALAI STREET ANANDA NAGAR, Kathirkamam, Puducherry, 605009",094434 60009,Puducherry,2025-04-03 02:16:08
Sri Ganga Sweets & Bakery,3.6,15.0,Bakery and Cake Shop,"No 259-A, Vazhudavoor Rd, near Indira Gandi Medical College, Kathirkamam, Puducherry, 605009",0413 227 2425,Puducherry,2025-04-03 02:16:08
Ganesh Bakery,3.9,388.0,Bakery and Cake Shop,"Ganesh Bakery Vanur Taluk, Villupuram Dist, Kottakarai Road, Auroville, Tamil Nadu 605101",N/A,Puducherry,2025-04-03 02:16:08
Sastha Sweets And Bakery,4.6,8.0,Bakery and Cake Shop,"69,Pondicherry University Gate 2(opp),E.C.R.Main road,Chinnakalapet, 605014",N/A,Puducherry,2025-04-03 02:16:08
Le Café,3.8,8523.0,Cafe,"23, Beach Rd, White Town, Puducherry, 605001",N/A,Puducherry,2025-04-03 02:16:08
Aarupadai Iyangar Bakery & Sweets,4.0,1.0,Bakery and Cake Shop,"No.38-298/3, Vallalar Salai Extension, R.V. Nagar, Puducherry, 605001",099449 94019,Puducherry,2025-04-03 02:16:08
French Corner Bakery,3.8,19.0,Bakery and Cake Shop,"XR2H+RWV, Karuvadikuppam Main Rd, Senthamarai Nagar, Muthialpet, Puducherry, 605003",N/A,Puducherry,2025-04-03 02:16:08
Selvam Bakery,3.0,4.0,Bakery and Cake Shop,"WRHH+V7V, Mahatma Gandhi Rd, Chinnakadai, MG Road Area, Puducherry, 605001",N/A,Puducherry,2025-04-03 02:16:08
French Corner Castle,4.2,25.0,Bakery and Cake Shop,"286, ECR Road, Near Kokku Park Signal, Pakkamudayanpet, Puducherry, 605009",0413 225 3972,Puducherry,2025-04-03 02:16:08
Glen’s Bakehouse Sahakarnagar,4.4,1817.0,Bakery and Cake Shop,"No. 552, 60 Feet Rd, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",095383 80703,Byatarayanpur,2025-04-03 02:24:37
Cake Delight,4.7,202.0,Cake shop,"504 ground floor, Sahakara Nagar Main Rd, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",063640 00909,Byatarayanpur,2025-04-03 02:24:37
Cake House By Shipra,5.0,48.0,Bakery and Cake Shop,"Purva graces, Hoodi Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092",081237 62844,Byatarayanpur,2025-04-03 02:24:37
VBS Iyengar Bakery,4.1,683.0,Bakery and Cake Shop,"Amruthahalli Main Rd, Talacauvery Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Amma's Pastries,4.0,1625.0,Bakery and Cake Shop,"SHOBHA ARCADE, 26, NH-7, near BIG MARKET, G Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",095906 07750,Byatarayanpur,2025-04-03 02:24:37
Ganga Bakers,4.3,708.0,Bakery and Cake Shop,"#1 , 1st floor, 14th Cross Road, Dasarahalli Main Rd, Bhuvaneswari Nagar, Hebbal, Bengaluru, Karnataka 560024",080954 00777,Byatarayanpur,2025-04-03 02:24:37
Narayana Pastries,4.6,340.0,Cake shop,"3, Dasarahalli Main Rd, Mariyannapalya, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",096866 80933,Byatarayanpur,2025-04-03 02:24:37
CAKE ROIS,4.7,130.0,Cake shop,"ground floor, Jay complex, park, near bhuvaneshwari nagar, Venkategowda Layout, Venkatagowda Layout, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",098458 88747,Byatarayanpur,2025-04-03 02:24:37
Downsized Baking Co.,4.7,83.0,Bakery and Cake Shop,"119, 2nd Cross Road, Dasarahalli Main Rd, opposite to j24 essentials, Bhuvaneswari Nagar, Bengaluru, Karnataka 560024",080561 17952,Byatarayanpur,2025-04-03 02:24:37
Wildflour Baking Company,5.0,376.0,Cake shop,"110A, 10th Cross Rd, Canara Bank Layout, Rajiv Gandhi Nagar, Kodigehalli, Bengaluru, Karnataka 560097",098867 23306,Byatarayanpur,2025-04-03 02:24:37
Theertha Bakery & Sweets,3.9,114.0,Bakery and Cake Shop,"2497, E Block, Kodigehalli Main Rd, opp. Sterling apartment, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Cakes and More by Rupali,5.0,24.0,Bakery and Cake Shop,"L & T RAINTREE BOULEVARD, Bellary Rd, Indra Nagar, Shabhari Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",099877 94795,Byatarayanpur,2025-04-03 02:24:37
La Heaven,4.5,1187.0,Pastries,"SM fresh mart building, NTI Layout, Rajeev Gandhi Nagar, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560097",088844 98877,Byatarayanpur,2025-04-03 02:24:37
Queen's Saga,4.9,258.0,Bakery and Cake Shop,"Radha Krishna Kalyana mantap, Queens Saga No:601 20th cross, road, A Block, Sahakar Nagar, Bengaluru, Karnataka 560092",098454 31188,Byatarayanpur,2025-04-03 02:24:37
Balaji Bakery and Sweets,4.5,86.0,Bakery and Cake Shop,"171, 3rd Cross Road, Coffee Board Layout, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",096864 12877,Byatarayanpur,2025-04-03 02:24:37
La Farine Bakery and Pâtisserie,4.8,18.0,Bakery and Cake Shop,"Century Ethos, Bellary Rd, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",084318 50507,Byatarayanpur,2025-04-03 02:24:37
Iyengars Bakery,4.1,28.0,Bakery and Cake Shop,"849/1, Sahakara Nagar Main Rd, Park View Layout, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Tallman Bakes,4.9,118.0,Patisserie,"Vimleshwara Krupa, opposite Kodigehalli Railway station Virupakshapura, next to Balaji Yesh Apartment, Kodigehalli, Bengaluru, Karnataka 560097",063622 32773,Byatarayanpur,2025-04-03 02:24:37
Tasty Treats By Lah,4.9,31.0,Bakery and Cake Shop,"12, Punarvasu, 1st floor 7th cross, Dasarahalli Main Rd, Bhuvaneswari Nagar, Hebbal Kempapura, Bengaluru, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Sri Nandhikeshwara Bakery,4.2,123.0,Bakery and Cake Shop,"Venkatagowda Layout, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",095353 02807,Byatarayanpur,2025-04-03 02:24:37
Delicias Gourmet Foods,4.5,27.0,Bakery and Cake Shop,"402B 2nd main, 4th Cross Rd, Talacauvery Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092",086183 11815,Byatarayanpur,2025-04-03 02:24:37
WarmOven,3.9,439.0,Cake shop,"No. 31/a Inder Nivas, 2nd floor shop no.1, Amruthahalli Main Rd, Parkview Layout, Bengaluru, 560092",089718 38735,Byatarayanpur,2025-04-03 02:24:37
Tirumala bakery and sweets,4.1,40.0,Bakery and Cake Shop,"10, Jakkuru Main Rd, Jakkuru Layout, Byatarayanapura, Jakkuru Main Rd, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560064",N/A,Byatarayanpur,2025-04-03 02:24:37
Just Bake,3.3,129.0,Bakery and Cake Shop,"Branch & ATM, NO-99/3, RMS Layout, G-Block, 60 Feet Rd, opp. ICICI Bank, Sahakar Nagar, Bengaluru, Karnataka 560092",097406 94910,Byatarayanpur,2025-04-03 02:24:37
Brahmin's Bakery and sweets,3.5,104.0,Bakery and Cake Shop,"1019, opposite to Indian Bank, B Block, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Magnolia Bakery,4.2,303.0,Bakery and Cake Shop,"Unit No F-10A and 10B, 1st Floor, Phoenix Mall Of Asia Byatarayanapura Yelahanka, Hobli, Yelahanka Taluk, Bellary Rd, Bengaluru, Karnataka 560092",096067 27455,Byatarayanpur,2025-04-03 02:24:37
Ahana Cakes and Baker's,5.0,10.0,Bakery and Cake Shop,"330, SLS symphony 2nd cross, Dasarahalli Main Rd, Bhuvaneswari Nagar, Dasarahalli, Bengaluru, Karnataka 560024",095356 33005,Byatarayanpur,2025-04-03 02:24:37
Musk Mello - Patisserie & Dessert Cafe,4.6,10.0,Bakery and Cake Shop,"2621, E Block, 14th Main Rd, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Aubree Phoenix Mall Of Asia,4.7,15.0,Bakery and Cake Shop,"239/240, Byatarayanapura, Yelahanka, Hobli, Bellary Rd, Yelahanka, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Shree Guru Bakery & Condiments,4.0,39.0,Bakery and Cake Shop,"#244, 6th Cross Rd, Talacauvery Layout, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560092",099161 82343,Byatarayanpur,2025-04-03 02:24:37
Ganga Bakery,4.1,23.0,Bakery and Cake Shop,"547, Ganesha, 5th Cross Rd, Sahakar Nagar, Bengaluru, Karnataka 560092",094836 20777,Byatarayanpur,2025-04-03 02:24:37
Park View Bakery & Sweets,4.1,12.0,Bakery and Cake Shop,"543, N Damodaran Rd, near Bank Of Baroda, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Sri Balaji Iyengar Bakery,4.5,17.0,Bakery and Cake Shop,"20th Cross Road, Dasarahalli Main Rd, Bhuvaneswari Nagar, Hebbal, Bengaluru, Karnataka 560024",074111 51881,Byatarayanpur,2025-04-03 02:24:37
Shabari Bakery,5.0,1.0,Bakery and Cake Shop,"225, 5th Cross Rd, Park View Layout, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
"ASHA SWEET CENTER, Sahakar Nagar",4.2,1144.0,Bakery and Cake Shop,"F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",078926 85399,Byatarayanpur,2025-04-03 02:24:37
Nest Bakery And Sweets,4.0,491.0,Bakery and Cake Shop,"F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",078926 85399,Byatarayanpur,2025-04-03 02:24:37
Theobroma Foods Pvt Ltd,3.5,57.0,Bakery and Cake Shop,"3H5Q+W3W, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
NEW PARK VIEW BAKERY,4.5,11.0,Bakery and Cake Shop,"325, SAHAKAR NAGAR 60FEET ROAD, 7th Main Rd, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Vasanti Bhavan Sweets,4.1,18.0,Bakery and Cake Shop,"95, K R Arcade, opposite Amruthahalli Police station, Amruthnagar, Byatarayanapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Sweet Tooth Creations,5.0,57.0,Bakery and Cake Shop,"4th Main Rd, Siddivinayaka Layout, Rajiv Gandhi Nagar, Virupakshapura, Bengaluru, Karnataka 560097",N/A,Byatarayanpur,2025-04-03 02:24:37
Cake Of The Day,4.0,24.0,Bakery and Cake Shop,"3H5Q+2MX, Kodigehalli Main Rd, Sanjeevini Nagar, Bengaluru, Karnataka 560092",098455 92469,Byatarayanpur,2025-04-03 02:24:37
J R Oriyal Bakery,4.5,24.0,Bakery and Cake Shop,"Kodigehalli Main Rd, BB Nagar, Sanjeevini Nagar, Bengaluru, Karnataka 560092",090194 72857,Byatarayanpur,2025-04-03 02:24:37
samipa iyengar bakery,4.3,22.0,Bakery and Cake Shop,"d, 7, 3rd Cross Rd, Byatarayanapura, Old Guddadahalli, Padarayana Pura, Bengaluru, Karnataka 560026",099640 40798,Byatarayanpur,2025-04-03 02:24:37
"FNP Cakes - Cake Shop in Sahakar Nagar, Bangalore",2.3,3.0,Bakery and Cake Shop,"2nd 37/1, Sahakara Nagar Main Rd, G Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",098456 53778,Byatarayanpur,2025-04-03 02:24:37
Vinayaka Bakery,4.1,318.0,Bakery and Cake Shop,"Ammembal Subba Rao, 5th Main Rd, Canara Bank Layout, Pai Nagar, Kodigehalli, Bengaluru, Karnataka 560097",095383 45238,Byatarayanpur,2025-04-03 02:24:37
"MASTER BAKES ""Baked Fresh""",5.0,2.0,Bakery and Cake Shop,"opp. to Bandhan Bank, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Whisked Wonders,5.0,19.0,Wedding bakery,"B1, below Reliance Trends, 9 MV Sampad, Sahakarnagar, G Block, 60 Feet Rd, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Akshay Condiments,4.6,18.0,Bakery and Cake Shop,"3H7R+MQ5, Park View Layout, Bengaluru, Karnataka 560092",099805 33146,Byatarayanpur,2025-04-03 02:24:37
Ammus Cake Palace,3.9,55.0,Bakery and Cake Shop,"13, Godrej Woodsman Estate Near Dindhi College 1st Cross Road Kempapura, Pampa Extension, Hebbal, Bengaluru, Karnataka 560024",097393 22045,Byatarayanpur,2025-04-03 02:24:37
L.J Iyangar Bakery,4.2,84.0,Bakery and Cake Shop,"1934, Kodigehalli Main Rd, Block C, CQAL Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",091645 09570,Byatarayanpur,2025-04-03 02:24:37
Ayyappa Bakery,4.5,15.0,Bakery and Cake Shop,"3J32+7QJ, Venkatagowda Layout, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",099457 79990,Byatarayanpur,2025-04-03 02:24:37
Cake Wisper - Bespoke Dessert Artistry,5.0,13.0,Cake shop,"L & T RAINTREE BOULEVARD, Indra Nagar, Shabhari Nagar, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
LAVEN PASTRIES - Hebbal,4.8,26.0,Bakery and Cake Shop,"Ground Floor, No.6, Kempapura Main Rd, next to Domino's Pizza, Hebbal, Bengaluru, Karnataka 560024",095133 38209,Byatarayanpur,2025-04-03 02:24:37
Liju Bakery,4.1,77.0,Bakery and Cake Shop,"Netajinagar, Hebbal Kempapura, Bengaluru, Karnataka 560024",074112 05856,Byatarayanpur,2025-04-03 02:24:37
Bun Cake Kempapura,4.8,24.0,Bakery and Cake Shop,"270, Coffee Board Layout, Nagavara, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Laavish pastries,4.0,3.0,Pastries,"53/2, G block, opposite to taste of Banaras, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Butterwithlove,4.7,142.0,Cake shop,"57 C, 1st Cross Rd, Chiranjeevi Layout, Hebbal, Bengaluru, Karnataka 560024",090355 13642,Byatarayanpur,2025-04-03 02:24:37
The Brownie Circles | Sahakar Nagar,4.5,25.0,Bakery and Cake Shop,"near ICICI Bank, G Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
THE RICH OVEN,4.7,99.0,Bakery and Cake Shop,"29/4, 29/4, Amco Layout, AMCO Colony, Koti Hosahalli, Bengaluru, Karnataka 560092",091087 42890,Byatarayanpur,2025-04-03 02:24:37
.,5.0,16.0,Cake shop,"Bus stop, near Karagamma temple, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Kolkata Victoria chat house,5.0,24.0,Bakery and Cake Shop,"3H7P+8RM, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",099452 28827,Byatarayanpur,2025-04-03 02:24:37
Sri Chowdeshwari Bakery And Sweets,5.0,1.0,Bakery and Cake Shop,"Dasarahalli Main Rd, Sonnappa Layout, H A Farm Post, Bhuvaneswari Nagar, Hebbal, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560032",095537 41301,Byatarayanpur,2025-04-03 02:24:37
VJ MART,5.0,1.0,Bakery and Cake Shop,"Fortuna Icon, Indra Nagar, Shabhari Nagar, Bengaluru, Karnataka 560092",094832 05014,Byatarayanpur,2025-04-03 02:24:37
Pooja's Cake Studio,5.0,12.0,Bakery and Cake Shop,"bh. Shanker studio, 8 belaku, 1st cross Bank colony, mn rd, Tindlu, Bengaluru, Karnataka 560097",N/A,Byatarayanpur,2025-04-03 02:24:37
S L V Iyangar Bakery,5.0,1.0,Bakery and Cake Shop,"S L V Iyangar Bakery, Amrutahalli, Bengaluru, Karnataka 560092",079750 06615,Byatarayanpur,2025-04-03 02:24:37
Sri Lakshmi Venkateshwara Bakery,3.6,5.0,Bakery and Cake Shop,"3J82+C8F, Amruthahalli Main Rd, Hoodi Layout, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560092",099165 97790,Byatarayanpur,2025-04-03 02:24:37
SLV Iyengar Bakery And Sweets,3.7,37.0,Bakery and Cake Shop,"18th Cross Rd, Talacauvery Layout, Amrutahalli, Bengaluru, Karnataka 560092",087228 81122,Byatarayanpur,2025-04-03 02:24:37
P.V Bakery & Sweets,3.8,6.0,Bakery and Cake Shop,"Shop No. 1, Main Gate, 183, 9th Cross Rd, opp. New Shanti Sagar, G Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",096863 85989,Byatarayanpur,2025-04-03 02:24:37
CAKE PALACE BAKERY & SWEETS,4.0,17.0,Bakery and Cake Shop,"bus stop, Basaveshwara Layout, Ramakrishnappa Layout, Nagashetty Halli, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",N/A,Byatarayanpur,2025-04-03 02:24:37
Delicias Home Bakers,5.0,4.0,Bakery and Cake Shop,"3H8V+92X nil, Park View Layout, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Lily Cakes,5.0,3.0,Bakery and Cake Shop,"14th Cross Rd, Sonnappa Layout, H A Farm Post, Maruthi Layout, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560092",097314 15234,Byatarayanpur,2025-04-03 02:24:37
Thom's Bakery & Supermarket,4.5,17045.0,Bakery and Cake Shop,"1/2, Wheeler Rd, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka 560005",088675 79013,Byatarayanpur,2025-04-03 02:24:37
M P Bakery,3.4,16.0,Bakery and Cake Shop,"1/2, Wheeler Rd, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka 560005",088675 79013,Byatarayanpur,2025-04-03 02:24:37
JUST BAKE JAKKUR AND TELECOM LAYOUT,4.0,487.0,Bakery and Cake Shop,"No:209, Telecom Layout, Srirampura, Bengaluru, Karnataka 560064",096866 60092,Byatarayanpur,2025-04-03 02:24:37
Yn hoskote,5.0,1.0,Bakery and Cake Shop,"No:209, Telecom Layout, Srirampura, Bengaluru, Karnataka 560064",096866 60092,Byatarayanpur,2025-04-03 02:24:37
Amma pastries,5.0,1.0,Bakery and Cake Shop,"396/386, 8th Cross Rd, Rachenahalli, Thanisandra, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
"O.G. Variar and Sons, Variar Bakery",4.5,11471.0,Bakery and Cake Shop,"68, 12th Main Road, 2nd Block Behind ESI Hospital, 231, 38th Cross Rd, opp. to Anjaneya Swamy Temple, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010",080 2332 4808,Byatarayanpur,2025-04-03 02:24:37
Uday Bakery,4.6,14.0,Bakery and Cake Shop,"68, 12th Main Road, 2nd Block Behind ESI Hospital, 231, 38th Cross Rd, opp. to Anjaneya Swamy Temple, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010",080 2332 4808,Byatarayanpur,2025-04-03 02:24:37
Nutty Soul Pastries,5.0,10.0,Cake shop,"79 & 80, A-sector, 5th Cross Rd, Muneswara block, Amruthnagar, Bengaluru, Karnataka 560092",079757 98916,Byatarayanpur,2025-04-03 02:24:37
Bakes n Brews,5.0,2.0,Bakery and Cake Shop,"3J42+P8G, 2nd Cross Rd, Varma Layout, H A Farm Post, Bhuvaneswari Nagar, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 24",N/A,Byatarayanpur,2025-04-03 02:24:37
Amrutha bakery and sweets,3.9,7.0,Bakery and Cake Shop,"491, Amruthahalli Main Rd, Talacauvery Layout, Sneha Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",094498 88828,Byatarayanpur,2025-04-03 02:24:37
NEW LAND BAKERY,4.0,83.0,Bakery and Cake Shop,"3J99+VQ3, Telecom Layout, Jakkuru, Bengaluru, Karnataka 560064",075101 09572,Byatarayanpur,2025-04-03 02:24:37
OMG Healthy Baking,5.0,4.0,Bakery and Cake Shop,"Godrej Platinum Driveway, Hebbal Kempapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Kanti Bakes & Flakes Sahakar Nagar2,3.7,3.0,Bakery and Cake Shop,"No 840, A Block, Sahakar Nagar, Bengaluru, Karnataka 560092",090193 43712,Byatarayanpur,2025-04-03 02:24:37
SABARI BAKERY and SWEETS,4.1,28.0,Bakery and Cake Shop,"162, 3rd Main Rd, BB Nagar, Koti Hosahalli, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
The flying apron by Jaya Shyam ( TFA),4.7,6.0,Bakery and Cake Shop,"B 108, Godrej Platinum Driveway, Hebbal Kempapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Mount Sales,4.3,9.0,Bakery and Cake Shop,"3J43+HJ8, Sonnappa Layout, H A Farm Post, Bhuvaneswari Nagar, Hebbal Kempapura, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560092",1800 833 1244,Byatarayanpur,2025-04-03 02:24:37
Srinivas bramins bakers,2.9,9.0,Bakery and Cake Shop,"3J92+VP3, 18th Cross Rd, Talacauvery Layout, Amrutahalli, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Mayur Bakery & Juice,4.1,81.0,Bakery and Cake Shop,"3H4H+9V3, Unnamed Road, AMCO Colony, Koti Hosahalli, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Sreenivasa Brahmins Bakery,4.3,3756.0,Bakery and Cake Shop,"Shop No. 125, 1st Floor, Abalashram Building, DV Gundappa Rd, Basavanagudi, Bengaluru, Karnataka 560004",073494 92708,Byatarayanpur,2025-04-03 02:24:37
